,Open,High,Low,Close,Adj Close,Volume
2021-03-23 09:30:00-04:00,3127.0,3153.219970703125,3122.47998046875,3149.114990234375,3149.114990234375,807123
2021-03-23 10:30:00-04:00,3149.60009765625,3182.0,3138.0,3172.969970703125,3172.969970703125,651743
2021-03-23 11:30:00-04:00,3174.360107421875,3176.260009765625,3155.5,3163.0,3163.0,363406
2021-03-23 12:30:00-04:00,3161.93994140625,3180.0,3159.81787109375,3170.5,3170.5,278894
2021-03-23 13:30:00-04:00,3171.60498046875,3176.34423828125,3162.5,3173.8466796875,3173.8466796875,258279
2021-03-23 14:30:00-04:00,3175.772705078125,3180.0,3141.110107421875,3141.719970703125,3141.719970703125,472140
2021-03-23 15:30:00-04:00,3141.590087890625,3152.027099609375,3131.10009765625,3137.5,3137.5,402315
2021-03-24 09:30:00-04:00,3151.0400390625,3157.195068359375,3122.590087890625,3146.14501953125,3146.14501953125,728244
2021-03-24 10:30:00-04:00,3145.10009765625,3160.31005859375,3135.56494140625,3156.5400390625,3156.5400390625,344192
2021-03-24 11:30:00-04:00,3155.4599609375,3156.93994140625,3132.550048828125,3138.280029296875,3138.280029296875,275584
2021-03-24 12:30:00-04:00,3138.010009765625,3138.60009765625,3107.56005859375,3117.646240234375,3117.646240234375,349121
2021-03-24 13:30:00-04:00,3117.489990234375,3128.235107421875,3102.469970703125,3117.800048828125,3117.800048828125,256502
2021-03-24 14:30:00-04:00,3117.510009765625,3120.110107421875,3105.5,3113.159912109375,3113.159912109375,252564
2021-03-24 15:30:00-04:00,3113.070068359375,3113.070068359375,3085.14990234375,3087.169921875,3087.169921875,470958
2021-03-25 09:30:00-04:00,3072.989990234375,3109.780029296875,3067.1201171875,3082.969970703125,3082.969970703125,722673
2021-03-25 10:30:00-04:00,3081.692626953125,3085.530029296875,3045.323486328125,3056.179931640625,3056.179931640625,493522
2021-03-25 11:30:00-04:00,3055.780029296875,3073.72998046875,3041.699951171875,3073.1201171875,3073.1201171875,537418
2021-03-25 12:30:00-04:00,3072.85498046875,3085.449951171875,3057.920166015625,3060.330078125,3060.330078125,354193
2021-03-25 13:30:00-04:00,3060.820068359375,3065.302001953125,3037.139892578125,3042.632080078125,3042.632080078125,327498
2021-03-25 14:30:00-04:00,3043.35009765625,3069.489990234375,3040.9716796875,3047.699951171875,3047.699951171875,416628
2021-03-25 15:30:00-04:00,3047.47998046875,3063.3701171875,3045.550048828125,3046.260009765625,3046.260009765625,405969
2021-03-26 09:30:00-04:00,3045.699951171875,3056.659912109375,3031.719482421875,3044.949951171875,3044.949951171875,516858
2021-03-26 10:30:00-04:00,3046.2099609375,3055.36474609375,3033.0,3033.889892578125,3033.889892578125,322552
