,Open,High,Low,Close,Adj Close,Volume
2021-03-26 11:30:00-04:00,3033.860107421875,3045.777099609375,3030.0,3037.7099609375,3037.7099609375,274331
2021-03-26 12:30:00-04:00,3035.85009765625,3041.669921875,3028.0,3035.3701171875,3035.3701171875,236872
2021-03-26 13:30:00-04:00,3036.050048828125,3037.800048828125,3002.419921875,3009.06005859375,3009.06005859375,444433
2021-03-26 14:30:00-04:00,3009.199951171875,3029.35498046875,2996.0,3028.2900390625,3028.2900390625,431131
2021-03-26 15:30:00-04:00,3028.60009765625,3054.969970703125,3026.510009765625,3053.139892578125,3053.139892578125,467167
2021-03-29 09:30:00-04:00,3055.439453125,3065.81005859375,3028.445068359375,3040.010009765625,3040.010009765625,582502
2021-03-29 10:30:00-04:00,3037.409912109375,3063.0,3037.409912109375,3062.070068359375,3062.070068359375,330553
2021-03-29 11:30:00-04:00,3062.52001953125,3075.719970703125,3059.1298828125,3073.010009765625,3073.010009765625,331472
2021-03-29 12:30:00-04:00,3072.1201171875,3091.25,3070.39306640625,3082.56005859375,3082.56005859375,292962
2021-03-29 13:30:00-04:00,3081.409912109375,3089.989990234375,3066.297607421875,3070.66259765625,3070.66259765625,243928
2021-03-29 14:30:00-04:00,3069.9599609375,3083.368896484375,3062.0,3080.81005859375,3080.81005859375,244395
2021-03-29 15:30:00-04:00,3081.5,3083.02197265625,3067.639892578125,3076.760009765625,3076.760009765625,272869
2021-03-30 09:30:00-04:00,3070.010009765625,3073.0,3034.0,3045.81005859375,3045.81005859375,602970
2021-03-30 10:30:00-04:00,3045.5400390625,3057.97998046875,3042.2099609375,3050.0,3050.0,323589
2021-03-30 11:30:00-04:00,3052.22998046875,3067.0,3045.699951171875,3053.0,3053.0,230751
2021-03-30 12:30:00-04:00,3052.300048828125,3055.0,3042.64599609375,3054.0,3054.0,139215
2021-03-30 13:30:00-04:00,3052.64990234375,3056.2041015625,3045.0,3050.146728515625,3050.146728515625,139294
2021-03-30 14:30:00-04:00,3049.280029296875,3068.385009765625,3048.824951171875,3066.06005859375,3066.06005859375,302086
2021-03-30 15:30:00-04:00,3066.635009765625,3069.0400390625,3044.5,3055.85009765625,3055.85009765625,375179
2021-03-31 09:30:00-04:00,3064.06005859375,3106.510009765625,3062.5,3099.39990234375,3099.39990234375,743235
2021-03-31 10:30:00-04:00,3099.949951171875,3113.0,3098.639892578125,3103.6298828125,3103.6298828125,343256
2021-03-31 11:30:00-04:00,3104.179931640625,3119.330078125,3102.699951171875,3110.27001953125,3110.27001953125,300263
2021-03-31 12:30:00-04:00,3111.0048828125,3118.60009765625,3108.630126953125,3113.998046875,3113.998046875,269344
2021-03-31 13:30:00-04:00,3114.18994140625,3114.18994140625,3097.780029296875,3102.110107421875,3102.110107421875,176958
2021-03-31 14:30:00-04:00,3103.429931640625,3110.0,3098.02490234375,3099.5048828125,3099.5048828125,266611
2021-03-31 15:30:00-04:00,3099.135009765625,3105.0,3091.784912109375,3095.64990234375,3095.64990234375,469197
2021-04-01 09:30:00-04:00,3117.93994140625,3137.0,3115.550048828125,3129.02001953125,3129.02001953125,842874
2021-04-01 10:30:00-04:00,3130.0,3138.0,3121.0,3129.10498046875,3129.10498046875,345007
2021-04-01 11:30:00-04:00,3129.739990234375,3136.199951171875,3123.543212890625,3136.010009765625,3136.010009765625,215237
2021-04-01 12:30:00-04:00,3136.349853515625,3140.989990234375,3130.0,3130.0,3130.0,262514
2021-04-01 13:30:00-04:00,3130.6298828125,3140.0,3130.6298828125,3139.10498046875,3139.10498046875,171648
2021-04-01 14:30:00-04:00,3139.47998046875,3156.865234375,3138.85009765625,3154.27001953125,3154.27001953125,380087
2021-04-01 15:30:00-04:00,3154.9599609375,3162.43994140625,3153.830078125,3161.550048828125,3161.550048828125,476250
2021-04-05 09:30:00-04:00,3173.0,3207.06005859375,3161.239990234375,3199.659912109375,3199.659912109375,967497
2021-04-05 10:30:00-04:00,3198.659912109375,3215.0,3195.090087890625,3213.110107421875,3213.110107421875,450345
2021-04-05 11:30:00-04:00,3212.5,3225.0,3211.0400390625,3222.351806640625,3222.351806640625,304508
2021-04-05 12:30:00-04:00,3222.705810546875,3224.945068359375,3212.199951171875,3221.25,3221.25,253374
2021-04-05 13:30:00-04:00,3220.513916015625,3228.7900390625,3219.0,3223.47998046875,3223.47998046875,213505
2021-04-05 14:30:00-04:00,3223.885498046875,3228.489990234375,3220.0,3224.429931640625,3224.429931640625,273195
2021-04-05 15:30:00-04:00,3223.679931640625,3235.955078125,3220.147705078125,3225.260009765625,3225.260009765625,398712
2021-04-06 09:30:00-04:00,3223.75,3247.31005859375,3221.5,3241.8701171875,3241.8701171875,780169
2021-04-06 10:30:00-04:00,3240.97998046875,3241.53515625,3224.2900390625,3236.489990234375,3236.489990234375,311334
2021-04-06 11:30:00-04:00,3236.0400390625,3242.830078125,3229.0,3229.729248046875,3229.729248046875,169944
2021-04-06 12:30:00-04:00,3230.3701171875,3236.0400390625,3217.510009765625,3219.64501953125,3219.64501953125,193370
2021-04-06 13:30:00-04:00,3219.679931640625,3237.239990234375,3218.699951171875,3237.010009765625,3237.010009765625,170632
2021-04-06 14:30:00-04:00,3237.68994140625,3241.31005859375,3232.5,3237.6650390625,3237.6650390625,205306
2021-04-06 15:30:00-04:00,3238.64990234375,3238.64990234375,3217.0400390625,3223.820068359375,3223.820068359375,324187
