Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-23 09:30:00-04:00,123.33000183105469,123.69000244140625,122.56999969482422,122.75910186767578,122.75910186767578,12280837
2021-03-23 10:00:00-04:00,122.75499725341797,123.76000213623047,122.62000274658203,123.08999633789062,123.08999633789062,7650828
2021-03-23 10:30:00-04:00,123.0801010131836,123.26000213623047,122.5999984741211,123.23999786376953,123.23999786376953,7174592
2021-03-23 11:00:00-04:00,123.23999786376953,124.23999786376953,123.07499694824219,123.69999694824219,123.69999694824219,8727448
2021-03-23 11:30:00-04:00,123.69090270996094,123.76000213623047,122.83999633789062,123.18000030517578,123.18000030517578,6506765
2021-03-23 12:00:00-04:00,123.17500305175781,123.36000061035156,122.66000366210938,122.93109893798828,122.93109893798828,4930165
2021-03-23 12:30:00-04:00,122.94000244140625,123.14900207519531,122.68000030517578,123.14900207519531,123.14900207519531,3580034
2021-03-23 13:00:00-04:00,123.14990234375,123.61499786376953,123.11000061035156,123.2854995727539,123.2854995727539,4918177
2021-03-23 13:30:00-04:00,123.27999877929688,123.30000305175781,122.91999816894531,123.04979705810547,123.04979705810547,5266583
2021-03-23 14:00:00-04:00,123.04499816894531,123.34500122070312,122.94999694824219,123.29499816894531,123.29499816894531,3887745
2021-03-23 14:30:00-04:00,123.29000091552734,123.43000030517578,122.5199966430664,122.53579711914062,122.53579711914062,5204461
2021-03-23 15:00:00-04:00,122.52130126953125,122.81999969482422,122.3499984741211,122.5199966430664,122.5199966430664,6222501
2021-03-23 15:30:00-04:00,122.51000213623047,122.69000244140625,122.13999938964844,122.53500366210938,122.53500366210938,9665383
2021-03-24 09:30:00-04:00,122.81999969482422,122.9000015258789,121.6050033569336,121.62999725341797,121.62999725341797,10769894
2021-03-24 10:00:00-04:00,121.63500213623047,122.0199966430664,121.11000061035156,121.45989990234375,121.45989990234375,7748925
2021-03-24 10:30:00-04:00,121.45500183105469,121.76499938964844,121.26000213623047,121.70999908447266,121.70999908447266,5668251
2021-03-24 11:00:00-04:00,121.70999908447266,122.44000244140625,121.66999816894531,122.22000122070312,122.22000122070312,5403633
2021-03-24 11:30:00-04:00,122.22000122070312,122.24500274658203,121.44000244140625,121.55999755859375,121.55999755859375,4800608
2021-03-24 12:00:00-04:00,121.55999755859375,121.72000122070312,121.31999969482422,121.57499694824219,121.57499694824219,3970999
2021-03-24 12:30:00-04:00,121.56999969482422,121.59500122070312,121.11000061035156,121.12999725341797,121.12999725341797,4307989
2021-03-24 13:00:00-04:00,121.12999725341797,121.1697998046875,120.6500015258789,121.1343002319336,121.1343002319336,7056643
2021-03-24 13:30:00-04:00,121.12999725341797,121.48999786376953,120.92500305175781,121.43499755859375,121.43499755859375,4278371
2021-03-24 14:00:00-04:00,121.43000030517578,121.55000305175781,121.06500244140625,121.09429931640625,121.09429931640625,3665748
2021-03-24 14:30:00-04:00,121.08999633789062,121.20999908447266,120.52200317382812,120.55999755859375,120.55999755859375,6213350
2021-03-24 15:00:00-04:00,120.56500244140625,120.84549713134766,120.44999694824219,120.76000213623047,120.76000213623047,5114926
2021-03-24 15:30:00-04:00,120.76000213623047,120.80999755859375,120.06500244140625,120.06999969482422,120.06999969482422,11204603
2021-03-25 09:30:00-04:00,119.54000091552734,121.05000305175781,119.0,121.02140045166016,121.02140045166016,16892088
2021-03-25 10:00:00-04:00,121.0199966430664,121.66000366210938,120.6500015258789,120.67939758300781,120.67939758300781,9467589
2021-03-25 10:30:00-04:00,120.68000030517578,120.79000091552734,119.27999877929688,119.70999908447266,119.70999908447266,9371323
2021-03-25 11:00:00-04:00,119.70999908447266,119.72000122070312,119.08999633789062,119.55010223388672,119.55010223388672,7480136
2021-03-25 11:30:00-04:00,119.55000305175781,119.94999694824219,119.33999633789062,119.71499633789062,119.71499633789062,6270264
2021-03-25 12:00:00-04:00,119.72000122070312,120.36000061035156,119.48999786376953,120.29100036621094,120.29100036621094,6019531
2021-03-25 12:30:00-04:00,120.30000305175781,120.33999633789062,119.8949966430664,120.16000366210938,120.16000366210938,4491194
2021-03-25 13:00:00-04:00,120.16000366210938,120.5999984741211,119.7699966430664,119.9800033569336,119.9800033569336,4919999
2021-03-25 13:30:00-04:00,119.98999786376953,120.36000061035156,119.83000183105469,119.95999908447266,119.95999908447266,4163147
2021-03-25 14:00:00-04:00,119.95999908447266,119.95999908447266,119.55000305175781,119.58999633789062,119.58999633789062,3509165
2021-03-25 14:30:00-04:00,119.58999633789062,120.61000061035156,119.48500061035156,120.57019805908203,120.57019805908203,4371817
2021-03-25 15:00:00-04:00,120.56999969482422,121.09010314941406,120.55000305175781,120.91999816894531,120.91999816894531,5346330
2021-03-25 15:30:00-04:00,120.9197998046875,121.08000183105469,120.54000091552734,120.61000061035156,120.61000061035156,9525290
2021-03-26 09:30:00-04:00,120.41999816894531,121.08000183105469,120.01000213623047,120.13999938964844,120.13999938964844,10890477
2021-03-26 10:00:00-04:00,120.1500015258789,120.76000213623047,119.80999755859375,120.26000213623047,120.26000213623047,7634970
2021-03-26 10:30:00-04:00,120.26499938964844,120.63999938964844,119.91000366210938,120.13999938964844,120.13999938964844,6235046
2021-03-26 11:00:00-04:00,120.1500015258789,120.25,119.55000305175781,119.70999908447266,119.70999908447266,5758615
2021-03-26 11:30:00-04:00,119.70500183105469,120.44999694824219,119.4800033569336,120.44999694824219,120.44999694824219,5427376
2021-03-26 12:00:00-04:00,120.44499969482422,120.51000213623047,120.02999877929688,120.2249984741211,120.2249984741211,3983724
2021-03-26 12:30:00-04:00,120.2300033569336,120.7300033569336,120.16500091552734,120.44999694824219,120.44999694824219,4545633
2021-03-26 13:00:00-04:00,120.44999694824219,120.68000030517578,120.30000305175781,120.58000183105469,120.58000183105469,3336478
2021-03-26 13:30:00-04:00,120.58000183105469,120.62999725341797,119.81999969482422,119.9000015258789,119.9000015258789,3976811
2021-03-26 14:00:00-04:00,119.9000015258789,120.13999938964844,119.08999633789062,119.4000015258789,119.4000015258789,7292034
2021-03-26 14:30:00-04:00,119.3949966430664,119.68000030517578,118.91999816894531,119.58699798583984,119.58699798583984,7978431
2021-03-26 15:00:00-04:00,119.58999633789062,120.0999984741211,119.58000183105469,120.06500244140625,120.06500244140625,5310693
2021-03-26 15:30:00-04:00,120.06999969482422,121.4800033569336,120.06999969482422,121.20999908447266,121.20999908447266,13011326
2021-03-29 09:30:00-04:00,121.69000244140625,122.58000183105469,121.20999908447266,121.32990264892578,121.32990264892578,13302084
2021-03-29 10:00:00-04:00,121.33000183105469,121.44999694824219,120.80999755859375,121.18990325927734,121.18990325927734,7639120
2021-03-29 10:30:00-04:00,121.18000030517578,122.08999633789062,121.11000061035156,121.5999984741211,121.5999984741211,5796735
2021-03-29 11:00:00-04:00,121.5999984741211,121.60929870605469,120.93499755859375,121.21499633789062,121.21499633789062,6989643
2021-03-29 11:30:00-04:00,121.22000122070312,121.36499786376953,121.0199966430664,121.19499969482422,121.19499969482422,3445681
2021-03-29 12:00:00-04:00,121.19830322265625,121.2300033569336,120.72989654541016,120.91169738769531,120.91169738769531,3873264
2021-03-29 12:30:00-04:00,120.91899871826172,121.38999938964844,120.84500122070312,121.37000274658203,121.37000274658203,3903846
2021-03-29 13:00:00-04:00,121.36150360107422,121.86000061035156,121.36150360107422,121.5947036743164,121.5947036743164,4296363
2021-03-29 13:30:00-04:00,121.5999984741211,121.9800033569336,121.54499816894531,121.6500015258789,121.6500015258789,3384097
2021-03-29 14:00:00-04:00,121.65499877929688,121.69000244140625,121.31500244140625,121.40499877929688,121.40499877929688,3671077
2021-03-29 14:30:00-04:00,121.4000015258789,121.45500183105469,121.0199966430664,121.16999816894531,121.16999816894531,3469807
2021-03-29 15:00:00-04:00,121.16999816894531,121.7300033569336,121.16999816894531,121.66000366210938,121.66000366210938,4292167
2021-03-29 15:30:00-04:00,121.66999816894531,121.69999694824219,120.97000122070312,121.38999938964844,121.38999938964844,7671353
2021-03-30 09:30:00-04:00,120.11000061035156,120.4030990600586,119.2300033569336,119.5,119.5,13263335
2021-03-30 10:00:00-04:00,119.48999786376953,119.63999938964844,118.86000061035156,119.16500091552734,119.16500091552734,9595710
2021-03-30 10:30:00-04:00,119.16000366210938,119.58989715576172,119.0,119.5,119.5,6803433
2021-03-30 11:00:00-04:00,119.50499725341797,120.01000213623047,119.3499984741211,119.88999938964844,119.88999938964844,5610726
2021-03-30 11:30:00-04:00,119.9000015258789,120.36000061035156,119.82499694824219,119.87000274658203,119.87000274658203,6087045
2021-03-30 12:00:00-04:00,119.87000274658203,119.96499633789062,119.58000183105469,119.87999725341797,119.87999725341797,4463850
2021-03-30 12:30:00-04:00,119.87000274658203,119.93000030517578,119.58000183105469,119.73509979248047,119.73509979248047,3527162
2021-03-30 13:00:00-04:00,119.73999786376953,120.08000183105469,119.51499938964844,119.96499633789062,119.96499633789062,3542778
2021-03-30 13:30:00-04:00,119.95999908447266,120.08000183105469,119.72000122070312,119.74009704589844,119.74009704589844,2726794
2021-03-30 14:00:00-04:00,119.73999786376953,119.82209777832031,119.45999908447266,119.53500366210938,119.53500366210938,3389919
2021-03-30 14:30:00-04:00,119.53109741210938,119.80999755859375,119.4800033569336,119.69999694824219,119.69999694824219,3959546
