Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-23 09:30:00-04:00,3127.0,3135.0,3122.47998046875,3128.0,3128.0,160916
2021-03-23 09:35:00-04:00,3128.0,3140.0,3126.06494140625,3137.929443359375,3137.929443359375,123177
2021-03-23 09:40:00-04:00,3130.0,3141.97998046875,3127.35009765625,3138.094970703125,3138.094970703125,80226
2021-03-23 09:45:00-04:00,3140.0,3141.41650390625,3124.5,3132.0,3132.0,58384
2021-03-23 09:50:00-04:00,3132.5048828125,3137.989990234375,3131.010009765625,3132.0,3132.0,47469
2021-03-23 09:55:00-04:00,3131.544921875,3134.169921875,3123.800048828125,3131.9599609375,3131.9599609375,54506
2021-03-23 10:00:00-04:00,3128.18994140625,3139.0,3127.5166015625,3138.0,3138.0,43320
2021-03-23 10:05:00-04:00,3138.0,3145.93994140625,3135.14990234375,3144.219970703125,3144.219970703125,47553
2021-03-23 10:10:00-04:00,3144.4599609375,3149.0,3140.550048828125,3142.52001953125,3142.52001953125,52543
2021-03-23 10:15:00-04:00,3142.7099609375,3148.0,3140.4638671875,3140.4638671875,3140.4638671875,36960
2021-03-23 10:20:00-04:00,3141.6201171875,3147.070068359375,3138.8310546875,3147.070068359375,3147.070068359375,30633
2021-03-23 10:25:00-04:00,3147.1201171875,3153.219970703125,3146.639892578125,3149.114990234375,3149.114990234375,71436
2021-03-23 10:30:00-04:00,3149.60009765625,3150.919921875,3139.639892578125,3139.889892578125,3139.889892578125,54145
2021-03-23 10:35:00-04:00,3140.639892578125,3143.509765625,3138.969970703125,3140.75,3140.75,35606
2021-03-23 10:40:00-04:00,3140.7099609375,3143.5849609375,3138.0,3143.5849609375,3143.5849609375,32108
2021-03-23 10:45:00-04:00,3142.429931640625,3156.8701171875,3141.989990234375,3156.8701171875,3156.8701171875,72925
2021-03-23 10:50:00-04:00,3156.889892578125,3163.455078125,3154.389892578125,3160.18994140625,3160.18994140625,74162
2021-03-23 10:55:00-04:00,3160.219970703125,3168.0,3160.219970703125,3164.989990234375,3164.989990234375,68658
2021-03-23 11:00:00-04:00,3166.909912109375,3169.669921875,3163.219970703125,3167.60009765625,3167.60009765625,55324
2021-03-23 11:05:00-04:00,3168.739990234375,3181.0,3168.739990234375,3181.0,3181.0,79457
2021-03-23 11:10:00-04:00,3180.695068359375,3182.0,3173.64990234375,3178.89501953125,3178.89501953125,62452
2021-03-23 11:15:00-04:00,3177.75,3182.0,3173.52001953125,3181.43994140625,3181.43994140625,42820
2021-03-23 11:20:00-04:00,3181.280029296875,3182.0,3175.0693359375,3177.179931640625,3177.179931640625,34327
2021-03-23 11:25:00-04:00,3176.97998046875,3178.93994140625,3171.340087890625,3172.969970703125,3172.969970703125,39759
2021-03-23 11:30:00-04:00,3174.360107421875,3176.260009765625,3165.570068359375,3168.4375,3168.4375,33351
2021-03-23 11:35:00-04:00,3167.639892578125,3169.35009765625,3165.159912109375,3167.0,3167.0,28339
2021-03-23 11:40:00-04:00,3167.300048828125,3169.5,3163.830078125,3167.419921875,3167.419921875,25990
2021-03-23 11:45:00-04:00,3166.215087890625,3169.449951171875,3165.7900390625,3168.0,3168.0,26195
2021-03-23 11:50:00-04:00,3169.550048828125,3169.81005859375,3163.239990234375,3164.9599609375,3164.9599609375,22195
2021-03-23 11:55:00-04:00,3164.5,3167.0341796875,3160.75,3164.125,3164.125,26871
2021-03-23 12:00:00-04:00,3164.1650390625,3173.989990234375,3164.1650390625,3170.80908203125,3170.80908203125,41454
2021-03-23 12:05:00-04:00,3170.02001953125,3170.02001953125,3158.195068359375,3162.9951171875,3162.9951171875,42812
2021-03-23 12:10:00-04:00,3162.56005859375,3164.469970703125,3158.93994140625,3159.840087890625,3159.840087890625,26231
2021-03-23 12:15:00-04:00,3158.300048828125,3160.75,3155.5,3157.449951171875,3157.449951171875,32841
2021-03-23 12:20:00-04:00,3158.510009765625,3166.43994140625,3157.18994140625,3165.526611328125,3165.526611328125,38391
